child_id,episode_number,start_date,end_date,placed_with_relative_this_rem_ep,county_of_initial_removal,n_contacts_in_rem_ep,n_visits_in_rem_ep
10001397335,1,2010-09-20,2012-06-26,t,Vanderburgh,0,5
10001397368,1,2006-10-10,2011-06-29,f,Allen,0,0
10001397382,1,2010-07-13,2011-09-29,t,Benton,0,0
10001397413,1,2010-03-25,2010-07-06,f,Knox,0,0
10001397434,1,2011-06-06,2011-06-08,f,Vanderburgh,0,0
10001397464,1,2010-03-10,2011-06-20,f,Marion,0,0
10001397476,1,2011-01-19,2012-01-10,t,Jennings,0,5
10001397555,1,2010-02-17,,,Dearborn,,
10001397565,1,2012-02-20,,,Marion,,
10001397576,1,2010-04-20,2011-03-25,f,Marion,0,11
10001397588,1,2010-04-06,2011-04-04,f,Madison,0,0
10001397602,1,2012-08-15,,,St. Joseph,,
10001397604,1,2010-10-13,2011-08-03,t,Boone,0,2
10001397613,1,2007-09-16,2008-08-22,f,Dearborn,0,17
10001397626,1,2006-12-20,2009-08-07,t,Marion,0,2
10001397630,1,2010-05-05,2010-05-07,f,Allen,0,0
10001397646,1,2012-05-15,,,Montgomery,,
10001397668,1,2010-09-13,,,Monroe,,
10001397699,1,2011-02-20,2011-03-11,t,Montgomery,0,3
10001397748,1,2012-02-08,,,Delaware,,
10001397751,1,2012-06-27,,,Allen,,
10001397780,1,2010-07-08,2010-11-18,f,Marion,0,0
10001397790,1,2012-06-11,,,Delaware,,
10001397793,1,2011-02-20,2011-03-11,t,Montgomery,0,4
10001397833,1,2010-04-14,,,Delaware,,
10001397834,1,2012-04-04,,,Out of State,,
10001397835,1,2012-03-23,2012-05-02,f,Howard,0,0
10001397871,1,2010-02-12,,,St. Joseph,,
10001397878,1,2006-10-23,2008-02-19,t,Tippecanoe,0,14
10001397878,2,2011-03-27,2012-08-17,t,Tippecanoe,0,3
10001397885,1,2012-03-16,,,Knox,,
10001397932,1,2012-03-30,2012-06-07,t,Greene,0,1
10001397963,1,2012-08-07,,,Decatur,,
10001398020,1,2012-03-30,2012-06-07,t,Greene,0,0
10001398078,1,2010-08-05,2012-06-12,t,Vanderburgh,0,6
10001398080,1,2012-04-01,,,Knox,,
10001398097,1,2010-08-05,2011-11-30,t,Vanderburgh,0,6
10001398189,1,2010-08-05,2011-11-30,t,Vanderburgh,0,18
10001398229,1,2010-05-03,,,Allen,,
10001398251,1,2012-04-27,,,Marion,,
10001398276,1,2012-04-03,,,Lake,,
10001398299,1,2007-09-19,2008-04-10,f,Henry,0,9
10001398299,2,2008-09-08,2010-04-30,f,Henry,0,35
10001398327,1,2008-09-11,2010-03-24,f,Allen,0,0
10001398327,2,2011-01-31,2011-06-19,f,Allen,0,0
10001398359,1,2010-04-25,2011-07-19,f,Marion,0,0
10001398360,1,2012-04-27,,,Marion,,
10001398395,1,2007-09-19,2008-04-10,f,Henry,0,9
10001398395,2,2008-09-08,2010-04-30,f,Henry,0,38
10001398404,1,2010-04-26,2012-06-26,f,Allen,0,0
10001398446,1,2012-02-29,,,Marion,,
10001398462,1,2012-06-07,,,Jennings,,
10001398467,1,2012-02-29,,,Marion,,
10001398480,1,2010-07-29,2010-10-27,t,Warrick,0,0
10001398513,1,2010-07-29,2010-10-27,t,Warrick,0,3
10001398529,1,2012-02-29,,,Marion,,
10001398533,1,2011-06-02,,,Monroe,,
10001398542,1,2007-04-04,2008-04-18,f,Out of State,0,18
10001398544,1,2008-10-10,2010-04-14,t,St. Joseph,0,16
10001398547,1,2010-07-22,2011-07-27,t,Marion,0,0
10001398563,1,2010-07-22,2011-07-27,t,Marion,0,13
10001398593,1,2010-07-29,2010-10-27,t,Warrick,0,1
10001398603,1,2012-04-03,,,Lake,,
10001398612,1,2006-09-26,2008-05-15,f,Marion,0,14
10001398686,1,2010-03-30,2011-01-28,f,Lake,0,10
10001398699,1,2006-05-31,2008-07-29,f,Elkhart,0,10
10001398699,2,2009-11-18,2010-09-30,f,St. Joseph,0,5
10001398710,1,2012-03-25,,,Central Office,,
10001398814,1,2011-03-23,,,Tippecanoe,,
10001398864,1,2010-03-30,2011-01-28,f,Lake,0,12
10001398891,1,2010-03-30,2011-01-28,f,Lake,0,8
10001398961,1,2010-04-16,2011-01-19,f,Lake,0,6
10001398969,1,2010-04-27,2010-10-05,t,Lake,0,7
10001398993,1,2010-08-04,2011-06-13,f,Jay,0,0
10001399017,1,2010-04-21,2011-11-14,t,Lake,0,23
10001399054,1,2010-04-22,2010-05-06,f,LaPorte,0,3
10001399061,1,2010-04-13,2011-05-13,t,Vanderburgh,0,0
10001399096,1,2010-04-27,2010-10-05,t,Lake,0,7
10001399107,1,2007-05-22,2008-12-31,f,Vanderburgh,0,2
10001399152,1,2010-09-24,2010-11-22,t,Lake,0,1
10001399159,1,2007-05-24,2009-04-14,f,Vanderburgh,0,35
10001399242,1,2010-03-30,2010-11-01,f,Lake,0,7
10001399263,1,2010-03-30,2010-11-01,f,Lake,0,9
10001399266,1,2012-03-30,2012-04-03,t,Jackson,0,3
10001399266,2,2012-06-14,,,Jackson,,
10001399269,1,2006-06-12,2010-05-01,f,Allen,0,14
10001399303,1,2010-04-08,2010-08-16,f,Lake,0,4
10001399325,1,2007-01-31,2008-04-15,f,Wayne,0,18
10001399325,2,2008-07-07,2009-01-16,f,Wayne,0,17
10001399334,1,2006-05-26,2008-09-24,t,Marion,0,0
10001399391,1,2010-11-05,2011-09-15,t,Henry,0,0
10001399391,2,2011-12-30,2012-01-02,f,Delaware,0,0
10001399429,1,2011-01-06,2011-10-25,t,Knox,0,7
10001399439,1,2012-03-30,,,Central Office,,
10001399513,1,2007-04-12,2008-03-27,f,Howard,0,0
10001399543,1,2007-01-31,2008-04-15,f,Wayne,0,26
10001399543,2,2008-07-07,2009-01-16,f,Wayne,0,22
10001399640,1,2010-05-07,2011-10-14,f,St. Joseph,0,3
10001399685,1,2011-07-26,,,Miami,,
10001399763,1,2012-03-04,,,Delaware,,
10001399764,1,2010-04-21,2010-09-09,f,Marion,0,3
10001399783,1,2010-04-30,2011-05-17,f,Clark,0,2
10001399783,2,2011-06-01,,,Clark,,
10001399792,1,2010-04-21,2010-09-09,f,Marion,0,6
10001399814,1,2011-06-24,,,Floyd,,
10001399815,1,2012-04-04,,,Marion,,
10001399817,1,2011-07-26,,,Miami,,
10001399865,1,2011-07-26,,,Miami,,
10001399869,1,2010-06-11,,,Madison,,
10001399911,1,2010-06-11,,,Madison,,
10001399932,1,2010-04-15,2011-09-29,t,Monroe,0,3
10001399945,1,2010-09-17,2010-09-22,f,,0,0
10001399977,1,2010-04-30,,,Lake,,
10001399999,1,2010-07-21,2012-03-05,t,,0,27
10001400053,1,2010-09-17,2010-09-22,f,,0,0
10001400062,1,2010-09-17,2010-09-22,t,Marion,0,0
10001400070,1,2010-06-01,2011-09-01,f,St. Joseph,0,1
10001400082,1,2010-09-17,2010-09-22,t,Marion,0,0
10001400115,1,2010-04-15,2010-09-07,t,Greene,0,4
10001400134,1,2010-04-21,2010-04-23,f,Marion,0,0
10001400234,1,2006-05-13,2009-08-07,f,Montgomery,0,39
10001400252,1,2010-04-15,2011-03-14,t,Clinton,0,14
10001400275,1,2012-03-20,,,,,
10001400303,1,2012-03-20,,,,,
10001400318,1,2010-05-03,2011-05-13,t,Johnson,0,10
10001400335,1,2010-04-12,,,Orange,,
10001400343,1,2010-06-30,2011-01-19,f,Marion,0,5
10001400343,2,2011-10-17,2012-02-14,f,Marion,0,6
10001400358,1,2010-04-12,,,Orange,,
10001400387,1,2010-04-29,2010-08-13,f,Marion,0,6
10001400409,1,2010-04-29,2010-08-13,f,Marion,0,6
10001400421,1,2012-04-04,,,Steuben,,
10001400427,1,2010-05-01,,,Marion,,
10001400483,1,2012-07-03,,,Marion,,
10001400484,1,2012-03-25,,,Marion,,
10001400493,1,2010-04-16,,,Madison,,
10001400503,1,2010-06-10,,,Knox,,
10001400543,1,2010-04-22,2010-08-25,t,Marion,0,3
10001400561,1,2012-04-02,2012-04-04,t,Marion,0,0
10001400567,1,2010-05-13,2011-03-22,t,Marion,0,1
10001400567,2,2012-03-08,,,Hamilton,,
10001400584,1,2010-09-03,2010-10-06,f,Lake,0,1
10001400622,1,2010-04-23,,,Madison,,
10001400632,1,2010-04-23,,,Madison,,
10001400674,1,2010-01-24,2011-03-10,f,Allen,0,0
10001400675,1,2010-05-13,2011-03-22,t,Marion,0,16
10001400675,2,2012-03-08,,,Hamilton,,
10001400704,1,2008-02-04,2008-03-09,f,Montgomery,0,0
10001400704,2,2008-03-10,2008-07-28,t,Putnam,0,0
10001400704,3,2008-08-19,2009-09-13,f,Putnam,0,18
10001400706,1,2010-05-13,2011-03-22,t,Marion,0,17
10001400706,2,2012-03-08,,,Hamilton,,
10001400721,1,2012-04-25,2012-08-20,t,Marion,0,0
10001400790,1,2007-05-03,2008-07-18,t,Marion,0,5
10001400790,2,2011-10-30,2012-06-12,f,Marion,0,4
10001400792,1,2006-06-18,2008-07-10,f,Allen,0,27
10001400792,2,2009-08-04,2010-04-26,f,Allen,0,13
10001400804,1,2011-10-30,2012-06-12,f,Marion,0,10
10001400815,1,2010-04-29,2010-05-03,f,Spencer,0,0
10001400823,1,2010-06-02,2011-05-17,t,Vigo,0,32
10001400860,1,2010-03-24,2010-05-20,t,Crawford,0,3
10001400860,2,2011-09-11,2012-02-21,t,Crawford,0,7
10001400899,1,2012-04-05,2012-04-09,t,Floyd,0,0
10001400939,1,2012-05-15,,,Marion,,
10001400992,1,2010-11-06,2010-12-27,f,Marion,0,0
10001400992,2,2010-12-27,2011-09-26,f,Marion,0,0
10001401013,1,2010-04-16,2011-06-03,f,Vanderburgh,0,42
10001401060,1,2010-04-24,2010-04-26,f,Marion,0,0
10001401060,2,2012-02-26,,,Marion,,
10001401107,1,2011-09-24,2011-09-26,f,Marion,0,0
10001401107,2,2011-11-19,2011-11-21,f,Marion,0,0
10001401115,1,2010-05-01,2011-04-26,t,Hendricks,0,15
10001401131,1,2010-09-30,2010-11-10,t,Jefferson,0,0
10001401161,1,2010-04-16,2010-12-22,t,LaPorte,0,3
10001401173,1,2010-04-30,2010-09-02,t,Daviess,0,1
10001401204,1,2012-03-25,2012-07-12,t,Madison,0,4
10001401240,1,2012-04-12,,,Lake,,
10001401309,1,2010-12-29,2011-04-20,t,,0,6
10001401337,1,2012-03-25,2012-07-12,t,Madison,0,4
10001401466,1,2010-04-27,2010-06-16,t,Knox,0,0
10001401466,2,2011-01-05,,,Knox,,
10001401486,1,2010-04-21,,,Kosciusko,,
10001401500,1,2010-04-19,,,Madison,,
10001401504,1,2010-04-30,2010-09-02,t,Daviess,0,2
10001401511,1,2010-04-19,,,Madison,,
10001401548,1,2012-04-16,,,Johnson,,
10001401571,1,2010-04-12,,,Monroe,,
10001401572,1,2010-07-27,2011-05-18,t,Vanderburgh,0,10
10001401574,1,2012-03-28,,,Jefferson,,
10001401629,1,2010-04-05,2010-09-15,f,Delaware,0,0
10001401642,1,2010-06-02,,,Allen,,
10001401649,1,2010-05-03,2010-12-22,f,Lake,0,2
10001401671,1,2010-07-28,2011-05-12,t,Greene,0,0
10001401684,1,2010-07-28,2011-05-12,t,Greene,0,0
10001401743,1,2010-03-23,2010-10-19,t,Porter,0,10
10001401748,1,2010-05-03,2010-12-22,f,Lake,0,11
10001401764,1,2010-05-03,2010-12-22,f,Lake,0,11
10001401773,1,2011-03-09,2012-03-01,t,St. Joseph,0,10
10001401785,1,2010-05-03,2011-05-27,t,Knox,0,12
10001401834,1,2010-04-28,2010-11-17,t,Jasper,0,9
10001401849,1,2012-08-20,,,LaPorte,,
10001401850,1,2008-09-12,2008-11-18,f,Johnson,0,2
10001401854,1,2006-05-26,2008-05-21,t,Marion,0,22
10001401854,2,2010-01-16,2010-03-12,t,Marion,0,3
10001402091,1,2007-11-14,2011-01-31,t,Henry,0,9
10001402115,1,2010-04-18,2010-12-16,t,Lake,0,6
10001402136,1,2010-04-18,2010-12-16,t,Lake,0,10
10001402147,1,2010-05-24,2011-04-19,t,Dubois,0,15
10001402160,1,2012-04-02,,,Elkhart,,
10001402169,1,2012-07-12,,,,,
10001402202,1,2010-04-29,2010-10-13,t,Vanderburgh,0,3
10001402202,2,2012-02-21,,,Vanderburgh,,
10001402204,1,2008-11-28,2009-04-23,t,Delaware,0,11
10001402279,1,2010-05-24,2011-04-19,t,Dubois,0,19
10001402280,1,2012-07-01,,,Hamilton,,
10001402308,1,2010-10-06,2011-12-06,t,,0,19
10001402369,1,2010-06-02,2011-01-24,t,Howard,0,12
10001402369,2,2012-03-23,,,Cass,,
10001402393,1,2008-06-10,2009-06-15,f,Allen,0,0
10001402400,1,2010-06-28,2012-05-16,t,Vanderburgh,0,11
10001402420,1,2010-10-06,2011-12-06,t,,0,19
10001402429,1,2007-11-26,2008-04-23,t,St. Joseph,0,4
10001402469,1,2010-04-15,2010-07-07,t,St. Joseph,0,5
10001402518,1,2006-07-21,2010-09-02,t,Marion,0,47
10001402524,1,2010-05-01,2010-05-06,t,Vanderburgh,0,0
10001402524,2,2012-04-20,,,Central Office,,
10001402534,1,2006-06-01,2010-03-04,f,Steuben,0,13
10001402561,1,2010-05-01,2010-05-06,t,Vanderburgh,0,1
10001402578,1,2010-06-08,2010-11-30,f,,0,5
10001402582,1,2006-11-03,2008-07-01,t,Jennings,0,5
10001402594,1,2010-05-01,2010-05-06,t,Vanderburgh,0,1
10001402676,1,2007-04-04,2008-04-18,f,Out of State,0,7
10001402694,1,2010-04-26,2010-05-24,t,Allen,0,3
10001402694,2,2010-05-24,2011-01-14,f,St. Joseph,0,4
10001402811,1,2010-04-15,2010-08-18,t,Marion,0,4
10001402847,1,2006-11-03,2008-07-01,t,Jennings,0,21
10001402882,1,2006-11-03,2008-07-01,t,Jennings,0,21
10001402939,1,2012-03-30,,,Marion,,
10001402964,1,2010-02-23,2011-02-09,f,Marion,0,0
10001402979,1,2010-04-26,2012-03-23,t,Hendricks,0,5
10001403023,1,2006-11-01,2008-01-14,f,Miami,0,1
10001403237,1,2012-03-10,,,Lake,,
10001403277,1,2012-04-03,,,Marion,,
10001403300,1,2010-04-07,2011-08-22,t,Dearborn,0,0
10001403368,1,2010-06-30,2011-11-22,f,Warrick,0,8
10001403394,1,2010-04-13,2011-04-19,f,Marion,0,0
10001403406,1,2012-04-06,,,Lake,,
10001403571,1,2010-04-23,2010-12-31,t,Knox,0,0
10001403587,1,2010-04-16,2011-02-07,t,Jennings,0,21
10001403614,1,2010-05-10,2012-06-11,t,Marion,0,9
10001403639,1,2012-04-10,,,Howard,,
10001403698,1,2011-04-05,,,Marion,,
10001403724,1,2010-11-09,2012-01-11,t,Madison,0,11
10001403764,1,2012-03-29,,,Monroe,,
10001403789,1,2010-04-19,2011-02-14,t,Clark,0,0
10001403851,1,2006-11-14,2009-09-14,t,Montgomery,0,36
10001403914,1,2012-04-10,,,Vanderburgh,,
10001403966,1,2007-08-27,2009-06-11,f,Shelby,0,9
10001403966,2,2010-03-01,2012-03-22,f,Shelby,0,35
10001403974,1,2010-06-10,2011-09-26,t,Henry,0,0
10001404020,1,2010-05-28,,,Marion,,
10001404102,1,2011-09-10,,,Marion,,
10001404104,1,2012-05-03,,,Lake,,
10001404130,1,2010-04-16,2011-09-09,t,Vanderburgh,0,6
10001404130,2,2012-02-29,,,Warrick,,
10001404171,1,2010-04-27,2010-04-29,f,White,0,2
10001404187,1,2010-11-15,2010-11-17,f,Floyd,0,0
10001404187,2,2011-10-05,2012-04-23,f,Harrison,0,3
10001404199,1,2012-05-02,,,Lake,,
10001404213,1,2011-02-16,2011-12-06,f,Lake,0,11
10001404228,1,2006-07-28,2008-12-22,t,Johnson,0,4
10001404237,1,2012-05-03,,,Lake,,
10001404247,1,2006-07-28,2008-12-22,t,Johnson,0,28
10001404283,1,2006-07-28,2009-02-26,t,Johnson,0,10
10001404309,1,2010-04-27,2010-04-29,f,White,0,3
10001404322,1,2007-11-26,2008-04-23,t,St. Joseph,0,4
10001404325,1,2012-05-03,,,Lake,,
10001404350,1,2006-07-07,,,Putnam,,
10001404363,1,2006-07-28,2009-02-26,t,Johnson,0,33
10001404378,1,2010-05-06,2011-01-12,f,Putnam,0,14
10001404387,1,2010-05-10,2011-11-09,t,Hamilton,0,3
10001404466,1,2010-07-27,,,Knox,,
10001404480,1,2006-05-16,2010-12-10,t,Marion,0,6
10001404536,1,2010-09-16,2011-02-04,t,,0,10
10001404602,1,2010-07-27,,,Knox,,
10001404604,1,2010-04-16,2010-11-09,t,Lake,0,11
10001404604,2,2012-03-06,,,Lake,,
10001404658,1,2010-04-20,2012-05-09,t,Henry,0,0
10001404731,1,2010-04-30,,,Monroe,,
10001404788,1,2010-05-10,2010-06-03,t,Elkhart,0,0
10001404802,1,2006-10-25,2010-06-23,t,Lake,0,10
10001404813,1,2012-05-02,,,Noble,,
10001404847,1,2010-05-13,2010-05-19,f,Out of State,0,1
10001404859,1,2011-02-28,2011-03-29,t,Steuben,0,3
10001404859,2,2011-04-26,2011-12-07,t,Steuben,0,1
10001404869,1,2007-06-14,2010-03-02,t,Fayette,0,42
10001404873,1,2010-04-16,2011-09-09,t,Vanderburgh,0,23
10001404873,2,2012-02-29,,,Warrick,,
10001404894,1,2010-04-30,2010-05-26,t,Monroe,0,5
10001404897,1,2011-02-28,2011-03-29,t,Steuben,0,3
10001404897,2,2011-04-26,2011-12-07,t,Steuben,0,8
10001404911,1,2007-07-09,2008-06-11,f,Morgan,0,9
10001404919,1,2010-05-16,2011-08-02,t,Posey,0,1
10001404938,1,2010-05-11,2012-06-29,f,Wayne,0,1
10001404959,1,2012-07-13,2012-08-21,f,,0,1
10001404965,1,2010-04-24,2011-01-28,t,Noble,0,1
10001404970,1,2010-04-16,2010-11-09,t,Lake,0,10
10001404970,2,2012-03-06,,,Lake,,
10001404979,1,2011-02-28,2011-03-29,t,Steuben,0,4
10001404979,2,2011-04-26,2011-12-07,t,Steuben,0,10
10001405002,1,2011-02-28,2011-03-29,t,Steuben,0,4
10001405002,2,2011-04-26,2011-12-07,t,Steuben,0,15
10001405017,1,2012-04-09,2012-06-20,f,,0,4
10001405019,1,2010-03-27,2010-03-30,t,Knox,0,0
10001405050,1,2010-04-30,2011-01-10,t,Monroe,0,12
10001405084,1,2011-12-13,2012-04-16,f,,0,4
10001405087,1,2010-05-02,2011-05-13,t,Johnson,0,8
10001405088,1,2012-07-13,2012-08-21,f,,0,2
10001405092,1,2010-04-20,2011-09-09,t,Vanderburgh,0,7
10001405092,2,2012-02-29,,,Vanderburgh,,
10001405132,1,2007-07-11,2011-12-29,f,Vanderburgh,0,113
10001405200,1,2010-04-23,2011-09-23,t,Sullivan,0,33
10001405214,1,2010-04-15,2011-03-14,t,Clinton,0,6
10001405219,1,2010-04-23,2011-09-23,t,Sullivan,0,33
10001405233,1,2011-06-16,,,Hendricks,,
10001405238,1,2006-09-17,2008-06-30,t,Jackson,0,19
10001405246,1,2010-04-23,2011-09-23,t,Sullivan,0,33
10001405248,1,2010-04-15,2011-03-14,t,Clinton,0,15
10001405254,1,2012-04-06,,,Howard,,
10001405263,1,2011-09-08,,,Bartholomew,,
10001405280,1,2011-09-22,,,Vigo,,
10001405297,1,2006-05-26,2008-05-21,t,Marion,0,2
10001405297,2,2010-01-16,2010-03-12,t,Marion,0,1
10001405439,1,2010-05-10,2011-05-05,f,Elkhart,0,9
10001405493,1,2008-03-20,2008-07-15,t,Hamilton,0,6
10001405522,1,2006-05-16,2009-08-16,f,Out of State,0,0
10001405614,1,2008-03-20,2008-07-15,t,Hamilton,0,8
10001405676,1,2010-05-08,2011-08-08,t,Knox,0,2
10001405739,1,2010-07-08,2012-07-12,t,,0,0
10001405752,1,2008-10-10,,,Marion,,
10001405771,1,2010-07-08,2011-04-14,t,,0,0
10001405813,1,2010-06-23,2012-06-28,f,Cass,0,0
10001405816,1,2010-04-23,2010-08-14,t,Cass,0,0
10001405821,1,2011-06-02,2012-04-26,f,Vanderburgh,0,8
10001405853,1,2011-07-27,,,Marion,,
10001405859,1,2010-06-30,2012-01-18,t,Marion,0,6
10001405876,1,2010-08-20,2011-01-10,f,Hendricks,0,7
10001405889,1,2010-06-23,2010-09-14,f,Cass,0,4
10001405925,1,2008-10-10,,,Marion,,
10001405938,1,2010-08-17,2010-10-14,f,Grant,0,3
10001405953,1,2006-12-17,2008-12-30,t,St. Joseph,0,0
10001405973,1,2010-08-20,2011-01-10,f,Hendricks,0,7
10001406036,1,2010-05-02,2010-05-05,t,Johnson,0,2
10001406036,2,2010-06-02,2012-05-02,t,Johnson,0,6
10001406046,1,2010-04-23,,,Vanderburgh,,
10001406057,1,2010-04-23,2010-08-14,t,Cass,0,4
10001406112,1,2010-03-23,2011-07-26,t,Elkhart,0,0
10001406158,1,2011-06-19,,,Tippecanoe,,
10001406175,1,2010-06-01,2011-07-05,t,Johnson,0,2
10001406197,1,2012-07-12,,,,,
10001406222,1,2010-04-30,2010-05-12,f,Johnson,0,0
10001406249,1,2010-04-30,2010-05-12,f,Johnson,0,0
10001406255,1,2010-05-03,2011-03-03,f,Allen,0,6
10001406265,1,2010-04-30,2010-05-12,f,Johnson,0,0
10001406272,1,2006-12-21,2009-07-28,f,Orange,0,13
10001406293,1,2011-05-14,2011-05-16,f,Marion,0,0
10001406311,1,2012-02-26,,,Allen,,
10001406373,1,2010-06-07,2010-07-23,t,Marion,0,1
10001406400,1,2006-05-22,2009-10-22,t,Marion,0,2
10001406403,1,2006-07-19,2009-06-02,t,,0,1
10001406429,1,2010-07-13,2012-07-23,t,Lake,0,6
10001406429,2,2012-07-23,,,Lake,,
10001406431,1,2006-06-05,2008-07-17,f,Marion,0,0
10001406433,1,2010-07-13,2012-07-23,t,Lake,0,28
10001406433,2,2012-07-23,,,Lake,,
10001406442,1,2009-09-08,2009-09-29,f,Kosciusko,0,3
10001406442,2,2010-10-04,,,Kosciusko,,
10001406446,1,2012-03-14,,,Clark,,
10001406474,1,2009-09-08,,,Kosciusko,,
10001406477,1,2006-06-02,,,Marion,,
10001406485,1,2011-02-11,,,Hancock,,
10001406500,1,2006-05-22,2009-10-08,t,Marion,0,5
10001406509,1,2006-06-02,2010-12-28,t,Marion,0,38
10001406513,1,2011-02-11,,,Hancock,,
10001406521,1,2010-06-02,,,Lake,,
10001406538,1,2006-07-19,2008-07-01,t,Porter,0,28
10001406587,1,2009-09-08,2009-09-29,f,Kosciusko,0,5
10001406587,2,2010-10-04,,,Kosciusko,,
10001406589,1,2009-10-09,2010-03-15,t,Wayne,0,10
10001406598,1,2006-05-26,2008-04-09,f,Porter,0,0
10001406634,1,2006-06-05,,,Putnam,,
10001406812,1,2012-05-02,,,Marion,,
10001406858,1,2010-06-17,2010-11-30,t,Marion,0,4
10001406858,2,2012-03-05,,,Marion,,
10001406877,1,2012-04-02,,,Marion,,
10001406890,1,2010-04-28,2010-04-30,t,Vanderburgh,0,1
10001406930,1,2010-04-25,2010-05-20,f,Marion,0,0
10001406930,2,2010-07-25,2010-09-10,t,Marion,0,1
10001406993,1,2008-11-07,2009-01-06,t,Henry,0,5
10001406993,2,2009-07-14,2010-04-19,t,Henry,0,12
10001407014,1,2010-04-28,2010-04-30,t,Vanderburgh,0,1
10001407028,1,2010-06-08,2011-02-11,f,Tippecanoe,0,1
10001407038,1,2010-05-03,2011-01-18,t,Decatur,0,10
10001407038,2,2011-12-19,2012-07-25,t,Decatur,0,9
10001407041,1,2012-05-15,,,Lake,,
10001407118,1,2012-04-05,,,Kosciusko,,
10001407122,1,2010-04-28,2010-04-30,t,Vanderburgh,0,1
10001407124,1,2010-04-26,2011-11-03,f,Allen,0,0
10001407136,1,2011-02-11,,,Hancock,,
10001407143,1,2012-04-02,,,Marion,,
10001407151,1,2008-05-12,2011-12-09,f,LaPorte,0,30
10001407153,1,2011-02-18,,,Marion,,
10001407175,1,2009-09-03,2009-09-06,f,Floyd,0,0
10001407192,1,2012-05-15,,,Lake,,
10001407214,1,2010-04-23,,,Lake,,
10001407232,1,2010-05-11,2010-05-14,t,Noble,0,0
10001407234,1,2008-05-12,,,LaPorte,,
10001407239,1,2010-05-24,2011-05-02,t,Monroe,0,4
10001407251,1,2010-04-27,2010-10-05,t,Lake,0,6
10001407255,1,2010-05-07,2011-05-09,f,Benton,0,6
10001407262,1,2010-05-24,2011-05-02,t,Monroe,0,13
10001407276,1,2010-05-06,2012-08-20,t,Grant,0,7
10001407286,1,2012-04-12,,,Marion,,
10001407298,1,2012-04-03,2012-05-25,f,Warren,0,4
10001407318,1,2010-08-13,2012-08-20,t,Grant,0,41
10001407373,1,2012-05-15,,,Lake,,
10001407418,1,2012-05-15,,,Lake,,
10001407443,1,2010-05-11,2010-05-14,t,Noble,0,0
10001407551,1,2010-04-29,,,Carroll,,
10001407577,1,2010-12-29,,,Lawrence,,
10001407611,1,2007-06-01,2010-07-30,f,Jasper,0,52
10001407640,1,2012-03-29,,,Lake,,
10001407642,1,2007-01-24,2008-01-05,f,Knox,0,11
10001407642,2,2008-08-11,2010-07-12,f,Knox,0,25
10001407686,1,2009-12-29,2012-03-23,f,Howard,0,0
10001407724,1,2011-01-05,,,Grant,,
10001407734,1,2010-05-15,2011-07-28,f,,0,21
10001407743,1,2010-04-21,2010-04-26,t,Hancock,0,1
10001407765,1,2012-03-29,,,Lake,,
10001407780,1,2012-08-21,,,Marion,,
10001407843,1,2011-03-22,2011-04-26,t,Allen,0,1
10001407843,2,2011-06-14,2012-03-30,t,Allen,0,12
10001407851,1,2010-12-29,2011-04-20,t,,0,8
10001407860,1,2006-05-22,2009-09-29,f,Porter,0,3
10001407873,1,2006-06-01,2008-07-25,f,St. Joseph,0,0
10001407885,1,2006-06-01,2008-07-25,f,St. Joseph,0,25
10001407893,1,2010-07-27,,,Marion,,
10001407943,1,2011-03-22,2011-04-26,t,Allen,0,1
10001407943,2,2011-06-14,2012-03-30,t,Allen,0,12
10001407959,1,2009-01-02,2009-12-17,f,Delaware,0,0
10001407963,1,2012-06-29,,,Lake,,
10001407968,1,2006-06-01,2008-07-25,f,St. Joseph,0,23
10001407975,1,2011-03-22,2011-04-26,t,Allen,0,1
10001407975,2,2011-06-14,2012-03-30,t,Allen,0,12
10001407988,1,2010-04-26,2010-05-12,t,Marion,0,0
10001407991,1,2010-06-29,2011-11-04,f,Lake,0,0
10001408056,1,2010-04-21,2010-04-26,t,Hancock,0,2
10001408130,1,2010-05-12,,,Lake,,
10001408210,1,2010-05-12,2010-11-18,t,Hancock,0,5
10001408217,1,2010-12-15,2011-06-28,f,Marion,0,0
10001408225,1,2012-03-12,,,St. Joseph,,
10001408236,1,2010-05-12,2010-11-18,t,Hancock,0,12
10001408250,1,2010-04-16,2011-03-01,f,Tippecanoe,0,0
10001408253,1,2010-03-24,2012-05-31,t,Marion,0,33
10001408262,1,2011-02-11,2012-01-23,t,Jennings,0,7
10001408380,1,2012-03-30,,,Warrick,,
10001408383,1,2006-08-10,2010-01-04,f,Marion,0,0
10001408447,1,2011-04-07,2012-02-15,t,Clark,0,1
10001408505,1,2012-04-02,2012-04-04,f,Allen,0,0
10001408509,1,2010-05-10,2010-10-21,f,Madison,0,5
10001408517,1,2006-06-02,2008-05-16,t,Marion,0,1
10001408521,1,2012-04-05,2012-07-10,t,Dubois,0,1
10001408546,1,2012-04-11,,,Marshall,,
10001408548,1,2007-09-20,,,Lake,,
10001408625,1,2007-09-20,,,Lake,,
10001408647,1,2007-09-20,,,Lake,,
10001408660,1,2007-09-20,,,Lake,,
10001408678,1,2012-04-05,,,,,
10001408698,1,2011-05-31,,,,,
10001408727,1,2012-04-11,,,Marshall,,
10001408754,1,2010-05-08,2011-10-24,t,Grant,0,29
10001408798,1,2006-07-12,2008-04-23,f,LaGrange,0,2
